Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
9/27/2013,27,September,2013,36,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,59,48,107
9/27/2015,27,September,2015,36,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,59,48,107
8/14/2013,14,August,2013,37,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,29,32,61
8/14/2015,14,August,2015,37,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,29,32,61
3/3/2014,3,March,2014,39,Adults (35-64),F,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,42,34,76
3/3/2016,3,March,2016,39,Adults (35-64),F,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,44,36,80
12/9/2013,9,December,2013,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,25,28,53
12/9/2015,9,December,2015,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,29,32,61
7/14/2014,14,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
7/14/2016,14,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
7/28/2014,28,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,5,6,11
7/28/2014,28,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,14,16,30
7/28/2016,28,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,5,6,11
7/28/2016,28,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,18,20,38
10/18/2013,18,October,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,46,44,90
10/18/2015,18,October,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,50,48,98
11/17/2013,17,November,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
11/17/2013,17,November,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
11/17/2015,17,November,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,61,58,119
11/17/2015,17,November,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
3/21/2014,21,March,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,27,26,53
3/21/2014,21,March,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,40,38,78
3/21/2016,21,March,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57
3/21/2016,21,March,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,36,34,70
3/27/2014,27,March,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
3/27/2014,27,March,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
3/27/2016,27,March,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37
3/27/2016,27,March,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
8/29/2013,29,August,2013,34,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,25,28,53
8/29/2013,29,August,2013,34,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,20,22,42
8/29/2015,29,August,2015,34,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,22,24,46
8/29/2015,29,August,2015,34,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,14,16,30
10/23/2013,23,October,2013,34,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,43,48,91
10/23/2015,23,October,2015,34,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,43,48,91
10/24/2013,24,October,2013,34,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,72,54,126
10/24/2015,24,October,2015,34,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,77,58,135
3/13/2014,13,March,2014,19,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,7,8,15
3/13/2016,13,March,2016,19,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
11/17/2013,17,November,2013,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
11/17/2015,17,November,2015,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
3/16/2014,16,March,2014,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
3/16/2016,16,March,2016,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
5/18/2014,18,May,2014,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
5/18/2014,18,May,2014,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
5/18/2016,18,May,2016,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
5/18/2016,18,May,2016,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
6/15/2014,15,June,2014,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
6/15/2014,15,June,2014,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
6/15/2016,15,June,2016,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
6/15/2016,15,June,2016,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
6/23/2014,23,June,2014,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
6/23/2014,23,June,2014,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
6/23/2016,23,June,2016,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
6/23/2016,23,June,2016,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
6/24/2014,24,June,2014,19,Youth (<25),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,122,116,238
6/24/2016,24,June,2016,19,Youth (<25),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,126,120,246
2/24/2014,24,February,2014,20,Youth (<25),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,32,24,56
2/24/2016,24,February,2016,20,Youth (<25),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,37,28,65
2/26/2014,26,February,2014,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74
2/26/2016,26,February,2016,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,42,40,82
4/13/2014,13,April,2014,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41
4/13/2014,13,April,2014,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,40,38,78
4/13/2016,13,April,2016,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29
4/13/2016,13,April,2016,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74
12/30/2013,30,December,2013,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139
12/30/2013,30,December,2013,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,45,32,77
12/30/2015,30,December,2015,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,84,60,144
12/30/2015,30,December,2015,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,36,26,62
4/9/2014,9,April,2014,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,67,48,115
4/9/2016,9,April,2016,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,64,46,110
5/22/2014,22,May,2014,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,22,16,38
5/22/2014,22,May,2014,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
5/22/2016,22,May,2016,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43
5/22/2016,22,May,2016,22,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
3/1/2014,1,March,2014,21,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,53,50,103
3/1/2014,1,March,2014,21,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57
3/1/2016,1,March,2016,21,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94
3/1/2016,1,March,2016,21,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
5/25/2014,25,May,2014,21,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29
5/25/2016,25,May,2016,21,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
1/21/2014,21,January,2014,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,42,40,82
1/21/2014,21,January,2014,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,55,52,107
1/21/2016,21,January,2016,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,38,36,74
1/21/2016,21,January,2016,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,46,44,90
2/3/2014,3,February,2014,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
2/3/2016,3,February,2016,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,8,8,16
8/30/2013,30,August,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,55,48,103
8/30/2013,30,August,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,62,54,116
8/30/2015,30,August,2015,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,48,42,90
8/30/2015,30,August,2015,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,62,54,116
8/31/2013,31,August,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,30,26,56
8/31/2013,31,August,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,53,46,99
8/31/2015,31,August,2015,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,25,22,47
8/31/2015,31,August,2015,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,51,44,95
10/29/2013,29,October,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
10/29/2015,29,October,2015,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
6/6/2014,6,June,2014,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,60,52,112
6/6/2014,6,June,2014,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
6/6/2016,6,June,2016,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,53,46,99
6/6/2016,6,June,2016,37,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
6/27/2014,27,June,2014,69,Seniors (64+),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,78,54,132
6/27/2016,27,June,2016,69,Seniors (64+),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,78,54,132
7/20/2013,20,July,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
7/20/2013,20,July,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,26,18,44
7/20/2015,20,July,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
7/20/2015,20,July,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
7/22/2013,22,July,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
7/22/2013,22,July,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118
7/22/2015,22,July,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98
7/22/2015,22,July,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118
7/31/2013,31,July,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,46,32,78
7/31/2013,31,July,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
7/31/2015,31,July,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
7/31/2015,31,July,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
8/24/2013,24,August,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
8/24/2015,24,August,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
10/22/2013,22,October,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69
10/22/2013,22,October,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
10/22/2015,22,October,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
10/22/2015,22,October,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
10/26/2013,26,October,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
10/26/2013,26,October,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
10/26/2015,26,October,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
10/26/2015,26,October,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
11/6/2013,6,November,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
11/6/2013,6,November,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
11/6/2015,6,November,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108
11/6/2015,6,November,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
11/12/2013,12,November,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
11/12/2013,12,November,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127
11/12/2015,12,November,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
11/12/2015,12,November,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
11/18/2013,18,November,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
11/18/2013,18,November,2013,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,81,56,137
11/18/2015,18,November,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
11/18/2015,18,November,2015,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,81,56,137
1/3/2014,3,January,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
1/3/2014,3,January,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,46,32,78
1/3/2016,3,January,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
1/3/2016,3,January,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
1/13/2014,13,January,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
1/13/2014,13,January,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,81,56,137
1/13/2016,13,January,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
1/13/2016,13,January,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,84,58,142
2/21/2014,21,February,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118
2/21/2014,21,February,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
2/21/2016,21,February,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
2/21/2016,21,February,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
3/4/2014,4,March,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
3/4/2016,4,March,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
3/7/2014,7,March,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
3/7/2014,7,March,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
3/7/2016,7,March,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
3/7/2016,7,March,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
4/28/2014,28,April,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
4/28/2014,28,April,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127
4/28/2014,28,April,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
4/28/2016,28,April,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108
4/28/2016,28,April,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127
4/28/2016,28,April,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
5/2/2014,2,May,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
5/2/2014,2,May,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,84,58,142
5/2/2016,2,May,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
5/2/2016,2,May,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,31,2,5,90,62,152
5/3/2014,3,May,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
5/3/2014,3,May,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
5/3/2016,3,May,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
5/3/2016,3,May,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
7/19/2014,19,July,2014,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
7/19/2016,19,July,2016,37,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
1/9/2014,9,January,2014,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,77,58,135
1/9/2014,9,January,2014,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,21,16,37
1/9/2016,9,January,2016,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,72,54,126
1/9/2016,9,January,2016,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,19,14,33
3/1/2014,1,March,2014,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,37,28,65
3/1/2014,1,March,2014,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,66,50,116
3/1/2016,1,March,2016,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,29,22,51
3/1/2016,1,March,2016,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,58,44,102
6/8/2014,8,June,2014,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,24,18,42
6/8/2014,8,June,2014,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,58,44,102
6/8/2016,8,June,2016,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,27,20,47
6/8/2016,8,June,2016,38,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,50,38,88
9/15/2013,15,September,2013,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,80,60,140
9/15/2015,15,September,2015,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,31,2,5,82,62,144
9/23/2013,23,September,2013,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
9/23/2013,23,September,2013,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,34,26,60
9/23/2015,23,September,2015,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
9/23/2015,23,September,2015,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,34,26,60
